IDENTMENECOPA;ident_men;vag;nbvehic;marque;carbu;anvoi;expvoi1;expvoi2;expvoi3;expvoi4;provoi;protrav;km_auto;repar_auto;fraisvoi;persvoi;quivoi;apvoi;gravoi;recvoi;moisvoi;lieuvoi;acqvoi;crevoi;empvoi;apervoi;mcrevoi;ancvoi;repvoi;privoi;marque_d;numvehic;fraisvoi_d;repar_auto_d;mcrevoi_d;privoi_d;repvoi_d;dom;achat_auto;credit_achat;prix_auto;remb_cred_12;acq_neuf;acq_occaz;prix_neuf;prix_occaz;rep_neuf;rep_occaz;remb_neuf;remb_occaz
201114458;14458;6;1;PEUGEOT 306;2;1996;0;0;1;0;;;;0;180;1;2;3;;1996;;;;;;;;;;;PEUGEOT 306;1;180;;;;;0;;;;;;;;;;;;
201114461;14461;1;2;AUDI;1;2006;0;0;1;0;;;;0;0;1;1;3;;2010;8;2;2;3;0;10000;;1;22000;32000;AUDI - NON SPECIFIE;1;;;;32000;22000;0;1;;32000;;;1;;32000;22000;;;0
201114461;14461;1;2;MINI COOPER;2;2008;1;0;1;0;;0;0;0;0;1;1;3;;2008;;;;;;;;;;;MINI COOPER;2;;;;;;0;;;;;;;;;;;;
201114466;14466;6;3;CITROEN C3;2;1995;1;0;0;0;;80;100;1000;70;1;1;3;;1996;;;;;;;;;;;CITROEN C3;1;70;1000;;;;0;;;;;;;;;;;;
201114466;14466;6;3;CITROEN PICASSO;1;2000;0;0;1;0;;;;0;0;3;;3;;2000;;;;;;;;;;;CITROEN PICASSO;2;;;;;;0;;;;;;;;;;;;
201114466;14466;6;3;PEUGEOT 405;2;1990;1;0;0;0;;100;40;0;0;1;2;3;;1991;;;;;;;;;;;PEUGEOT 405;3;;;;;;0;;;;;;;;;;;;
201114467;14467;4;1;XANTIA CITROEN;2;1994;0;0;1;0;;;;0;0;1;1;3;;1997;;;;;;;;;;;CITROEN XANTIA;1;;;;;;0;;;;;;;;;;;;
201114469;14469;6;2;FORD FIESTA;1;1994;0;0;1;0;;;;0;40;1;2;3;;1996;;;;;;;;;;;FORD FIESTA;1;40;;;;;0;;;;;;;;;;;;
201114469;14469;6;2;VOLVO V70;2;2002;1;0;1;0;;90;170;0;50;1;1;3;;2006;;;;;;;;;;;VOLVO - GROUPE;2;50;;;;;0;;;;;;;;;;;;
201114472;14472;6;1;2CV SPECIALE;1;1988;0;0;1;0;;;;0;199;1;1;3;;1988;;;;;;;;;;;CITROEN 2CV;1;199;;;;;0;;;;;;;;;;;;
201114473;14473;4;2;CLIO RENAULT;1;1999;0;0;1;0;;;;304;70;1;2;3;;2005;;;;;;;;;;;RENAULT CLIO;1;70;304;;;;0;;;;;;;;;;;;
201114473;14473;4;2;LAGUNA RENAULT;2;2006;0;0;1;0;;;;745;0;1;1;3;;2006;;;;;;;;;;;RENAULT LAGUNA;2;;745;;;;0;;;;;;;;;;;;
201114475;14475;2;1;CITROEN;2;1995;0;0;1;0;;;;0;999999;1;1;3;;2000;;;;;;;;;;;CITROEN - NON SPECIFIE;1;50;;;;;0;;;;;;;;;;;;
201114477;14477;6;2;OPEL;1;2007;0;0;1;0;;;;0;100;1;2;3;;2007;;;;;;;;;;;OPEL - NON SPECIFIE;1;100;;;;;0;;;;;;;;;;;;
201114477;14477;6;2;UNDAI;2;2004;0;0;1;0;;;;0;200;1;1;3;;2004;;;;;;;;;;;HYUNDAI - NON SPECIFIE;2;200;;;;;0;;;;;;;;;;;;
201114480;14480;4;1;MERCEDES CLASSA;2;2010;0;0;1;0;;;;0;0;1;1;3;;2010;10;2;1;3;;;;3;;27000;MERCEDES CLASSE A;1;;;;27000;;0;1;;27000;;1;;27000;;;0;0;
201114481;14481;6;1;TWINGO;1;2002;0;0;1;0;;;;0;0;1;1;3;;2009;;;;;;;;;;;RENAULT TWINGO;1;;;;;;0;;;;;;;;;;;;
201114483;14483;1;1;TWINGO;3;1996;0;0;1;0;;;;0;192;1;1;3;;1996;;;;;;;;;;;RENAULT TWINGO;1;192;;;;;0;;;;;;;;;;;;
201114485;14485;3;2;RENAULT CLIO;1;2000;0;0;1;0;;;;0;0;1;2;3;;2002;;;;;;;;;;;RENAULT CLIO;1;;;;;;0;;;;;;;;;;;;
201114485;14485;3;2;RENAULT EXPRES;1;1989;0;0;1;0;;;;0;100;1;2;3;;1992;;;;;;;;;;;RENAULT EXPRESS;2;100;;;;;0;;;;;;;;;;;;
201114486;14486;2;2;PEUGEOT 206;2;2005;0;0;1;0;;;;0;0;1;5;3;;2009;;;;;;;;;;;PEUGEOT 205;1;;;;;;0;;;;;;;;;;;;
201114486;14486;2;2;PEUGEOT 407;2;2004;0;0;1;0;;;;0;0;1;2;3;;2009;;;;;;;;;;;PEUGEOT 407;2;;;;;;0;;;;;;;;;;;;
201114488;14488;1;1;OPEL CORSA;1;1995;0;0;1;0;;;;0;97;1;1;3;;1995;;;;;;;;;;;OPEL CORSA;1;97;;;;;0;;;;;;;;;;;;
201114489;14489;2;2;FORD FIESTA;1;2006;1;0;1;0;;30;150;0;0;3;;3;;2006;;;;;;;;;;;FORD FIESTA;1;;;;;;0;;;;;;;;;;;;
201114489;14489;2;2;TOYOTA YARIS;2;2004;1;0;1;0;;70;400;0;0;1;2;3;;2004;;;;;;;;;;;TOYOTA YARIS;2;;;;;;0;;;;;;;;;;;;
201114492;14492;3;2;CITROEN C4 COUPE;2;2007;1;0;1;0;;0;0;0;0;1;3;3;;2010;4;2;2;3;0;7000;;2;5000;12000;CITROEN C4;1;;;;12000;5000;0;1;;12000;;;1;;12000;5000;;;0
201114492;14492;3;2;RENAULT CENIC;2;2003;1;0;1;0;;30;60;0;0;1;1;3;;2008;;;;;;;;;;;RENAULT SCENIC;2;;;;;;0;;;;;;;;;;;;
201114494;14494;1;1;RENAULT GRAND ESPACE;2;2004;1;0;1;0;;80;100;2000;0;1;1;3;;2008;;;;;;;;;;;RENAULT ESPACE;1;;2000;;;;0;;;;;;;;;;;;
201114495;14495;4;1;AIXAM;2;2000;0;0;1;0;;;;0;0;1;1;3;;2000;;;;;;;;;;;SANS PERMIS;1;;;;;;0;;;;;;;;;;;;
201114496;14496;6;1;C3;2;2003;0;0;1;0;;;;0;0;3;;3;;2004;;;;;;;;;;;CITROEN C3;1;;;;;;0;;;;;;;;;;;;
201114501;14501;3;1;SCENIC;2;2008;0;0;1;0;;;;450;0;1;1;3;;2008;;;;;;;;;;;RENAULT SCENIC;1;;450;;;;0;;;;;;;;;;;;
201114502;14502;3;1;TOYOTA AVANSIS;2;2002;0;0;1;0;;;;630;0;1;2;3;;2002;;;;;;;;;;;TOYOTA AVENSIS;1;;630;;;;0;;;;;;;;;;;;
201114503;14503;5;1;WOLSWAGEN;1;1999;0;0;1;0;;;;0;0;1;2;3;;2000;;;;;;;;;;;VOLKSWAGEN - NON SPECIFIE;1;;;;;;0;;;;;;;;;;;;
201114504;14504;3;1;OPEL CORSA;1;1999;1;0;0;0;;20;90;0;50;1;1;4;;;;;;;;;;;;;OPEL CORSA;1;50;;;;;0;;;;;;;;;;;;
201114505;14505;1;1;309;2;1998;1;0;0;0;;100;350;1500;0;1;1;3;;2008;;;;;;;;;;;PEUGEOT 309;1;;1500;;;;0;;;;;;;;;;;;
201114506;14506;3;3;FIAT PANDA;1;1980;0;0;1;0;;;;0;0;1;1;3;;2008;;;;;;;;;;;FIAT PANDA;1;;;;;;0;;;;;;;;;;;;
201114506;14506;3;3;FORD FOCUS;1;2003;0;0;1;0;;;;0;0;1;2;3;;2007;;;;;;;;;;;FORD FOCUS;2;;;;;;0;;;;;;;;;;;;
201114506;14506;3;3;RENAULT KANGOO;2;2003;0;0;1;0;;;;150;0;1;1;3;;2004;;;;;;;;;;;RENAULT KANGOO;3;;150;;;;0;;;;;;;;;;;;
201114509;14509;2;1;WOLSWAGEN;2;2000;1;0;1;0;;999;450;0;0;1;1;3;;2000;;;;;;;;;;;VOLKSWAGEN - NON SPECIFIE;1;;;;;;0;;;;;;;;;;;;
201114510;14510;1;2;CITROEN PICASSO;2;2004;1;0;1;0;;90;200;0;0;1;1;3;;2008;;;;;;;;;;;CITROEN PICASSO;1;;;;;;0;;;;;;;;;;;;
201114510;14510;1;2;CITROEN ZXARA;2;1996;0;0;1;0;;;;0;0;1;2;4;;;;;;;;;;;;;CITROEN XSARA;2;;;;;;0;;;;;;;;;;;;
201114514;14514;6;2;HONDA ACCOR;2;2009;1;0;1;0;;90;700;0;0;1;2;3;;2009;;;;;;;;;;;HONDA - GROUPE;1;;;;;;0;;;;;;;;;;;;
201114514;14514;6;2;RENAULT 19;2;1986;1;0;1;0;;30;150;400;0;1;1;3;;2006;;;;;;;;;;;RENAULT 19;2;;400;;;;0;;;;;;;;;;;;
201114515;14515;4;1;CITROEN SAXO;1;1998;0;0;1;0;;;;0;277;1;1;3;;2006;;;;;;;;;;;CITROEN SAXO;1;277;;;;;0;;;;;;;;;;;;
201114516;14516;3;1;CITROEN;2;2001;1;0;1;0;;24;100;0;40;1;1;4;;;;;;;;;;;;;CITROEN - NON SPECIFIE;1;40;;;;;0;;;;;;;;;;;;
201114524;14524;3;1;FORD ESCORT;2;2001;0;0;1;0;;;;0;999999;1;1;3;;2001;;;;;;;;;;;FORD ESCORT;1;70;;;;;0;;;;;;;;;;;;
201114525;14525;6;1;PEUGEOT 206;2;2003;1;0;1;0;;98;100;0;0;1;1;3;;2006;;;;;;;;;;;PEUGEOT 205;1;;;;;;0;;;;;;;;;;;;
201114528;14528;3;1;PEUGEOT 607 HDI;2;2005;1;0;1;0;;90;400;0;70;1;2;3;;2006;;;;;;;;;;;PEUGEOT 607;1;70;;;;;0;;;;;;;;;;;;
201114529;14529;6;2;CITROEN BERLINGOT;2;2003;1;0;1;0;;100;450;0;400;1;2;3;;2005;;;;;;;;;;;CITROEN BERLINGO;1;400;;;;;0;;;;;;;;;;;;
201114529;14529;6;2;NISSAN NOTE;2;2006;1;0;1;0;;90;140;0;0;1;1;3;;2009;;;;;;;;;;;NISSAN NOTE;2;;;;;;0;;;;;;;;;;;;
201114530;14530;1;2;PEUGEOT 309;1;1990;1;0;0;0;;0;0;0;0;1;2;4;;;;;;;;;;;;;PEUGEOT 309;1;;;;;;0;;;;;;;;;;;;
201114530;14530;1;2;RENAULT SCENIC DCI;2;2006;0;0;1;0;;;;0;0;1;1;3;;2006;;;;;;;;;;;RENAULT SCENIC;2;;;;;;0;;;;;;;;;;;;
201114531;14531;4;1;306 BREAK PEUGEOT;2;1999;0;0;1;0;;;;0;0;1;1;3;;1999;;;;;;;;;;;PEUGEOT 306;1;;;;;;0;;;;;;;;;;;;
201114532;14532;5;2;RENAULT SCENIC;2;2006;0;0;1;0;;;;0;200;1;2;3;;2006;;;;;;;;;;;RENAULT SCENIC;1;200;;;;;0;;;;;;;;;;;;
201114532;14532;5;2;SUZUKI JIMNY;2;2007;0;0;1;0;;;;0;150;3;;3;;2007;;;;;;;;;;;SUZUKI JIMNY 4X4;2;150;;;;;0;;;;;;;;;;;;
201114533;14533;3;1;CORSA;1;2003;1;0;1;0;;90;84;0;0;1;1;3;;2008;;;;;;;;;;;OPEL CORSA;1;;;;;;0;;;;;;;;;;;;
201114535;14535;4;1;RENAULT 21;2;1988;0;0;1;0;;;;0;0;1;1;3;;2006;;;;;;;;;;;RENAULT 21;1;;;;;;0;;;;;;;;;;;;
201114537;14537;2;1;FIAT PANDA;1;2009;0;0;1;0;;;;0;0;1;1;3;;2009;;;;;;;;;;;FIAT PANDA;1;;;;;;0;;;;;;;;;;;;
201114539;14539;4;1;RENAULT CLIO;2;2008;1;0;0;0;;95;350;0;0;1;1;3;;2009;;;;;;;;;;;RENAULT CLIO;1;;;;;;0;;;;;;;;;;;;
201114540;14540;2;3;C15 CITROEN;2;1999;1;0;0;0;;100;99999;0;0;1;1;3;;2001;;;;;;;;;;;CITROEN C15;1;;;;;;0;;;;;;;;;;;;
201114540;14540;2;3;MERCEDES CLASSE A;2;2002;1;0;1;0;;100;99999;0;0;1;2;3;;2003;;;;;;;;;;;MERCEDES CLASSE A;2;;;;;;0;;;;;;;;;;;;
201114540;14540;2;3;SEAT IBIZA;2;2006;1;0;1;0;;100;99999;0;0;1;3;3;;2008;;;;;;;;;;;SEAT IBIZA;3;;;;;;0;;;;;;;;;;;;
201114541;14541;5;2;BMW;2;2011;0;0;1;0;;;;0;0;1;1;3;;2011;4;2;1;1;52000;0;1800;1;20000;72000;BMW - NON SPECIFIE;1;;;1800;72000;20000;0;1;1;72000;1800;1;;72000;;;20000;1800;
201114541;14541;5;2;CLIO;1;2002;0;0;1;0;;;;0;0;1;2;3;;2002;;;;;;;;;;;RENAULT CLIO;2;;;;;;0;;;;;;;;;;;;
201114542;14542;5;2;205;1;1990;0;0;1;0;;;;0;50;3;;3;;1998;;;;;;;;;;;PEUGEOT 205;1;50;;;;;0;;;;;;;;;;;;
201114542;14542;5;2;MONDEO;2;1999;1;0;1;0;;0;300;0;18;3;;3;;2002;;;;;;;;;;;FORD MONDEO;2;18;;;;;0;;;;;;;;;;;;
201114550;14550;2;1;308;2;2008;1;0;1;0;;100;120;0;0;1;2;3;;2009;;;;;;;;;;;PEUGEOT 308;1;;;;;;0;;;;;;;;;;;;
201114551;14551;2;2;SIAT CORDOBA;1;1997;0;0;1;0;;;;0;0;1;1;3;;1997;;;;;;;;;;;SEAT CORDOBA;1;;;;;;0;;;;;;;;;;;;
201114551;14551;2;2;TOYOTA COROLA;2;2008;1;0;1;0;;30;100;0;0;1;2;1;;2008;;;;;;;;;;;TOYOTA COROLLA;2;;;;;;0;;;;;;;;;;;;
201114553;14553;1;1;PEUGEOT 306;2;1996;0;0;1;0;;;;0;30;1;2;4;;;;;;;;;;;;;PEUGEOT 306;1;30;;;;;0;;;;;;;;;;;;
201114554;14554;6;1;DAYATSU;1;2009;1;0;1;0;;50;250;0;0;1;1;3;;2009;;;;;;;;;;;DAIHATSU - NON SPECIFIE;1;;;;;;0;;;;;;;;;;;;
201114555;14555;4;1;PEUGEOT 106;1;1999;0;0;1;0;;;;560;60;1;1;3;;2000;;;;;;;;;;;PEUGEOT 106;1;60;560;;;;0;;;;;;;;;;;;
201114556;14556;1;1;PEUGEOT 307;2;2005;1;0;1;0;;999;99999;999999;999999;1;2;3;;2007;;;;;;;;;;;PEUGEOT 307;1;11;250;;;;0;;;;;;;;;;;;
201114557;14557;5;1;TOYOTA LANDCRUSER;2;2004;0;0;1;0;;;;0;400;1;1;3;;2004;;;;;;;;;;;TOYOTA LAND CRUISER 4X4;1;400;;;;;0;;;;;;;;;;;;
201114558;14558;6;1;RENAULT VELSATIS;2;2002;1;0;1;0;;0;200;0;100;1;1;3;;2007;;;;;;;;;;;RENAULT VEL SATIS;1;100;;;;;0;;;;;;;;;;;;
201114559;14559;2;2;306;2;1996;1;0;0;0;;100;50;0;0;1;1;3;;2003;;;;;;;;;;;PEUGEOT 306;1;;;;;;0;;;;;;;;;;;;
201114559;14559;2;2;607;2;2001;1;0;1;0;;70;150;400;342;1;2;3;;2004;;;;;;;;;;;PEUGEOT 607;2;342;400;;;;0;;;;;;;;;;;;
201114562;14562;4;2;CITROEN C4;2;2008;1;0;1;0;;20;400;0;0;1;1;3;;2008;;;;;;;;;;;CITROEN C4;1;;;;;;0;;;;;;;;;;;;
201114562;14562;4;2;FIAT PANDA;1;1995;0;0;1;0;;;;0;0;1;2;3;;2008;;;;;;;;;;;FIAT PANDA;2;;;;;;0;;;;;;;;;;;;
201114563;14563;4;1;OPEL ZAFIR;1;2006;0;0;1;0;;;;0;0;1;2;3;;2006;;;;;;;;;;;OPEL ZAFIRA;1;;;;;;0;;;;;;;;;;;;
201114564;14564;1;3;BMW;1;2009;0;0;1;0;;;;0;0;1;1;3;;2009;6;;;;;;;;;;BMW - NON SPECIFIE;1;;;;;;0;;;;;;;;;;;;
201114564;14564;1;3;MEGANE RENAULT;1;2007;0;0;1;0;;;;0;0;1;1;3;;2007;;;;;;;;;;;RENAULT MEGANE;2;;;;;;0;;;;;;;;;;;;
201114564;14564;1;3;RENAULT SENIC;2;2005;0;0;1;0;;;;0;0;1;2;3;;2005;;;;;;;;;;;RENAULT SCENIC;3;;;;;;0;;;;;;;;;;;;
201114565;14565;4;1;CLIO;2;2006;0;0;1;0;;;;0;650;1;1;3;;2009;;;;;;;;;;;RENAULT CLIO;1;650;;;;;0;;;;;;;;;;;;
201114566;14566;2;2;CITROEN XSARA;2;2000;0;0;1;0;;;;70;0;1;1;3;;2005;;;;;;;;;;;CITROEN XSARA;1;;70;;;;0;;;;;;;;;;;;
201114566;14566;2;2;OPEL ZAFIRA;2;2002;0;0;0;1;;;;0;0;1;2;3;;2008;;;;;;;;;;;OPEL ZAFIRA;2;;;;;;0;;;;;;;;;;;;
201114567;14567;3;3;AUDI 80;1;1989;0;0;0;1;;;;0;0;3;;3;;2000;;;;;;;;;;;AUDI 80;1;;;;;;0;;;;;;;;;;;;
201114567;14567;3;3;PEUGEO306;2;1993;1;0;1;0;;999;99999;0;0;1;1;3;;2009;;;;;;;;;;;PEUGEOT 306;2;;;;;;0;;;;;;;;;;;;
201114567;14567;3;3;RENAULT EXPRESS;2;1990;0;0;1;0;;;;0;0;1;2;3;;2003;;;;;;;;;;;RENAULT EXPRESS;3;;;;;;0;;;;;;;;;;;;
201114568;14568;6;4;C15;2;1994;0;0;1;0;;;;0;20;1;1;3;;2010;2;;;;;;;;;;CITROEN C15;1;20;;;;;0;1;;0;;;;;;;;;
201114568;14568;6;4;FORD FIESTA;1;2011;1;0;0;0;;100;160;0;0;1;2;3;;2011;5;2;1;1;10000;1531;1132;2;3600;15131;FORD FIESTA;2;;;1132;15131;3600;0;1;1;15131;1132;1;;15131;;;3600;1132;
201114568;14568;6;4;MERCEDES;2;1974;0;0;1;0;;;;0;0;1;1;3;;2006;;;;;;;;;;;MERCEDES - NON SPECIFIE;3;;;;;;0;;;;;;;;;;;;
201114568;14568;6;4;WOLSVAGEN;2;2009;1;0;1;0;;80;400;0;0;1;1;3;;2010;1;;;;;;;;;;VOLKSWAGEN - NON SPECIFIE;4;;;;;;0;1;;0;;;;;;;;;
201114570;14570;6;1;CITROEN NEMO;2;2010;1;0;1;0;;5;200;0;180;1;1;3;;2010;6;;;;;;;;;;CITROEN NEMO;1;180;;;;;0;1;;0;;;;;;;;;
201114572;14572;5;2;NISSAN PATROL;2;1995;0;0;1;0;;;;0;0;1;2;3;;1995;;;;;;;;;;;NISSAN PATROL 4X4;1;;;;;;0;;;;;;;;;;;;
201114572;14572;5;2;NISSAN QUASQUAI;2;2010;0;0;1;0;;;;0;0;1;1;3;;2010;8;2;1;1;20000;5000;6500;2;2900;25500;NISSAN QASHQAI;2;;;6500;25500;2900;0;1;1;25500;6500;1;;25500;;;2900;6500;
201114573;14573;5;1;ROVER;1;2000;0;0;1;0;;;;0;0;1;2;3;;2000;;;;;;;;;;;ROVER - NON SPECIFIE;1;;;;;;0;;;;;;;;;;;;
201114575;14575;2;2;CLIO III;2;2009;1;0;1;0;;85;300;0;0;1;1;3;;2009;;;;;;;;;;;RENAULT CLIO;1;;;;;;0;;;;;;;;;;;;
201114575;14575;2;2;MERCEDES 180;1;1995;0;0;1;0;;;;0;0;1;2;3;;1995;;;;;;;;;;;MERCEDES - GROUPE;2;;;;;;0;;;;;;;;;;;;
201114576;14576;3;2;LANCIA YPSILON;2;2006;0;0;1;0;;;;200;0;1;2;3;;2006;;;;;;;;;;;LANCIA YPSILON;1;;200;;;;0;;;;;;;;;;;;
201114576;14576;3;2;MERCEDES CLASSE C;2;2010;1;1;1;0;70;10;500;0;0;1;1;3;;2010;7;2;1;3;0;14000;;2;26000;40000;MERCEDES CLASSE B;2;;;;40000;26000;0;1;;40000;;1;;40000;;;26000;0;
201114578;14578;1;1;RENAULT;2;1996;1;0;1;0;;90;200;0;60;1;2;3;;1996;;;;;;;;;;;RENAULT - NON SPECIFIE;1;60;;;;;0;;;;;;;;;;;;
201114581;14581;6;1;PEUGEOT 106;1;2002;0;0;1;0;;;;0;0;1;1;3;;2002;;;;;;;;;;;PEUGEOT 106;1;;;;;;0;;;;;;;;;;;;
201114582;14582;6;1;SEAT IBIZA;2;2004;0;0;1;0;;;;350;0;1;1;3;;2004;;;;;;;;;;;SEAT IBIZA;1;;350;;;;0;;;;;;;;;;;;
201114583;14583;2;2;DACIA;2;2009;1;0;1;0;;80;340;0;0;1;1;3;;2010;9;3;2;3;0;1500;;1;10500;12000;DACIA - NON SPECIFIE;1;;;;12000;10500;0;1;;12000;;;1;;12000;10500;;;0
201114583;14583;2;2;FORD MONDEO;2;1998;1;0;0;0;;100;100;0;0;1;2;3;;2005;;;;;;;;;;;FORD MONDEO;2;;;;;;0;;;;;;;;;;;;
201114584;14584;2;1;HONDA HRV;1;1999;1;0;1;0;;10;50;0;0;1;1;3;;2003;;;;;;;;;;;HONDA - GROUPE;1;;;;;;0;;;;;;;;;;;;
201114586;14586;3;1;CITROEN SAXO;1;1998;1;1;1;0;25;25;400;0;0;1;1;3;;2005;;;;;;;;;;;CITROEN SAXO;1;;;;;;0;;;;;;;;;;;;
201114587;14587;1;2;206;1;2004;1;0;1;0;;70;95;0;0;1;1;3;;2008;;;;;;;;;;;PEUGEOT 206;1;;;;;;0;;;;;;;;;;;;
201114587;14587;1;2;TWINGO;1;1994;1;0;0;0;;100;30;0;0;1;2;3;;2007;;;;;;;;;;;RENAULT TWINGO;2;;;;;;0;;;;;;;;;;;;
201114590;14590;6;2;CITROEN SAXO;1;1999;1;0;0;0;;15;30;0;300;1;2;3;;1999;;;;;;;;;;;CITROEN SAXO;1;300;;;;;0;;;;;;;;;;;;
201114590;14590;6;2;RENAULT CLIO;1;2004;1;0;1;0;;15;40;0;120;1;1;3;;2007;;;;;;;;;;;RENAULT CLIO;2;120;;;;;0;;;;;;;;;;;;
201114592;14592;1;1;RENAULT MODUS;2;2006;0;0;1;0;;;;0;0;1;1;3;;2006;;;;;;;;;;;RENAULT MODUS;1;;;;;;0;;;;;;;;;;;;
201114594;14594;5;1;NISSAN;2;1998;0;0;1;0;;;;0;200;1;1;3;;1998;;;;;;;;;;;NISSAN - NON SPECIFIE;1;200;;;;;0;;;;;;;;;;;;
201114595;14595;5;2;CITROEN C15;2;1995;0;0;1;0;;;;0;0;1;1;3;;2006;;;;;;;;;;;CITROEN C15;1;;;;;;0;;;;;;;;;;;;
201114595;14595;5;2;PEUGEOT 607;2;2000;1;0;1;0;;10;0;0;0;1;1;3;;2005;;;;;;;;;;;PEUGEOT 607;2;;;;;;0;;;;;;;;;;;;
201114596;14596;6;1;RENAULT MEGANE;1;2000;1;0;1;0;;0;150;0;483;1;1;3;;2005;;;;;;;;;;;RENAULT MEGANE;1;483;;;;;0;;;;;;;;;;;;
201114597;14597;4;1;PEUGEOT 206;1;2000;1;0;1;0;;0;99999;0;0;1;2;3;;2010;1;;;;;;;;;;PEUGEOT 205;1;;;;;;0;1;;0;;;;;;;;;
201114600;14600;4;2;CITROEN C3;1;2002;1;0;1;0;;0;50;0;0;1;2;3;;2011;4;3;2;3;;;;5;;2000;CITROEN C3;1;;;;2000;;0;1;;2000;;;1;;2000;0;;;0
201114600;14600;4;2;CLIO;1;2008;1;0;1;0;;0;15;0;284;1;1;3;;2008;;;;;;;;;;;RENAULT CLIO;2;284;;;;;0;;;;;;;;;;;;
201114601;14601;4;2;206 PEUGEOT;1;2001;0;0;1;0;;;;0;0;1;2;3;;2001;;;;;;;;;;;PEUGEOT 206;1;;;;;;0;;;;;;;;;;;;
201114601;14601;4;2;OPEL CORSA;2;2000;0;0;1;0;;;;0;0;1;1;3;;2004;;;;;;;;;;;OPEL CORSA;2;;;;;;0;;;;;;;;;;;;
201114604;14604;3;2;206;1;2011;0;0;1;0;;;;0;0;1;1;3;;2011;2;2;1;1;2800;7400;260;1;5000;15200;PEUGEOT 206;1;;;260;15200;5000;0;1;1;15200;260;1;;15200;;;5000;260;
201114604;14604;3;2;C5;2;2009;0;0;1;0;;;;0;0;1;2;3;;2010;4;2;2;1;3500;21000;1700;1;8000;32500;CITROEN C5;2;;;1700;32500;8000;0;1;1;32500;1700;;1;;32500;8000;;;1700
201114608;14608;4;2;AUDI 80;2;1994;1;0;1;0;;90;300;0;0;1;1;3;;1994;;;;;;;;;;;AUDI 80;1;;;;;;0;;;;;;;;;;;;
201114608;14608;4;2;AUDI A 4;2;2009;1;0;1;0;;85;350;0;0;1;2;3;;2009;;;;;;;;;;;AUDI A4;2;;;;;;0;;;;;;;;;;;;
201114610;14610;5;1;NISSAN;2;2008;0;0;1;0;;;;0;0;1;1;3;;2008;;;;;;;;;;;NISSAN - NON SPECIFIE;1;;;;;;0;;;;;;;;;;;;
201114611;14611;1;2;PEUGEOT 306;2;1996;1;0;1;0;;80;200;200;0;1;1;3;;2008;;;;;;;;;;;PEUGEOT 306;1;;200;;;;0;;;;;;;;;;;;
201114611;14611;1;2;RENAULT LAGUNA;2;1998;0;0;1;0;;;;1530;0;1;2;3;;2006;;;;;;;;;;;RENAULT LAGUNA;2;;1530;;;;0;;;;;;;;;;;;
201114612;14612;1;1;RENAULT;1;2007;1;0;1;0;;5;40;150;0;1;2;3;;2007;;;;;;;;;;;RENAULT - NON SPECIFIE;1;;150;;;;0;;;;;;;;;;;;
201114613;14613;3;2;CITROEN BERLINGOT;1;2004;1;0;1;0;;100;40;0;0;1;2;3;;2005;;;;;;;;;;;CITROEN BERLINGO;1;;;;;;0;;;;;;;;;;;;
201114613;14613;3;2;RENAULT SCENIC;1;2001;0;0;1;0;;;;0;0;1;1;3;;2006;;;;;;;;;;;RENAULT SCENIC;2;;;;;;0;;;;;;;;;;;;
201114614;14614;1;1;CITROEN XSARA;1;2004;0;0;1;0;;;;0;0;1;1;3;;2010;6;5;2;3;;;;5;;4290;CITROEN XSARA;1;;;;4290;;0;1;;4290;;;1;;4290;0;;;0
201114615;14615;6;2;BMW 3.16;1;1993;1;0;1;0;;85;100;0;0;1;1;3;;2001;;;;;;;;;;;BMW SERIE 3;1;;;;;;0;;;;;;;;;;;;
201114615;14615;6;2;RENAULT R.21;1;1993;1;0;1;0;;100;120;0;0;1;2;3;;2005;;;;;;;;;;;RENAULT 21;2;;;;;;0;;;;;;;;;;;;
201114617;14617;6;1;VOLKSWAGEN;2;2004;1;0;1;0;;40;500;1200;480;1;1;3;;2004;;;;;;;;;;;VOLKSWAGEN - NON SPECIFIE;1;480;1200;;;;0;;;;;;;;;;;;
201114619;14619;1;1;CITROEN AX;1;1992;0;0;1;0;;;;0;0;1;1;3;;1992;;;;;;;;;;;CITROEN AX;1;;;;;;0;;;;;;;;;;;;
201114620;14620;1;2;FORD FUSION;2;2005;1;0;1;0;;75;200;300;0;1;3;3;;2005;;;;;;;;;;;FORD FUSION;1;;300;;;;0;;;;;;;;;;;;
201114620;14620;1;2;FORD KA;1;2002;1;0;1;0;;80;10;0;50;1;1;3;;2002;;;;;;;;;;;FORD KA;2;50;;;;;0;;;;;;;;;;;;
201114621;14621;2;1;FIAT EVOLUTION;1;2010;1;0;1;0;;90;500;0;0;1;1;3;;2010;3;2;1;3;;;;5;;19480;FIAT - GROUPE;1;;;;19480;;0;1;;19480;;1;;19480;;;0;0;
201114622;14622;1;1;CITROEN  XANTIA;2;1999;0;0;1;0;;;;1542;906;1;1;3;;1999;;;;;;;;;;;CITROEN XANTIA;1;906;1542;;;;0;;;;;;;;;;;;
201114623;14623;3;1;SAXO;1;2002;0;0;1;0;;;;0;0;1;1;3;;2002;;;;;;;;;;;CITROEN SAXO;1;;;;;;0;;;;;;;;;;;;
201114624;14624;6;1;SEAT IBIZA;2;2002;0;0;1;0;;;;517;0;1;1;3;;2005;;;;;;;;;;;SEAT IBIZA;1;;517;;;;0;;;;;;;;;;;;
