IDENTMENECOPA;ident_men;vag;nbvehic;marque;carbu;anvoi;expvoi1;expvoi2;expvoi3;expvoi4;provoi;protrav;km_auto;repar_auto;fraisvoi;persvoi;quivoi;apvoi;gravoi;recvoi;moisvoi;lieuvoi;acqvoi;crevoi;empvoi;apervoi;mcrevoi;ancvoi;repvoi;privoi;marque_d;numvehic;fraisvoi_d;repar_auto_d;mcrevoi_d;privoi_d;repvoi_d;dom;achat_auto;credit_achat;prix_auto;remb_cred_12;acq_neuf;acq_occaz;prix_neuf;prix_occaz;rep_neuf;rep_occaz;remb_neuf;remb_occaz
201110175;10175;1;2;BMW SERIE 1;2;2008;1;0;1;0;;20;600;0;0;1;1;3;;2008;;;;;;;;;;;BMW SERIE 1;1;;;;;;0;;;;;;;;;;;;
201110175;10175;1;2;GOLF WOLSWAGEN;2;1998;1;1;1;0;0;90;250;2000;0;1;2;3;;2009;3;;;;;;;;;;VOLKSWAGEN GOLF;2;;2000;;;;0;;;;;;;;;;;;
201110177;10177;4;2;FORD K;1;1998;1;0;0;0;;0;0;0;259;1;2;4;;;;;;;;;;;;;FORD KA;1;259;;;;;0;;;;;;;;;;;;
201110177;10177;4;2;RENAULT LAGUNA;2;2002;1;0;1;0;;12;20;0;230;1;2;3;;2003;;;;;;;;;;;RENAULT LAGUNA;2;230;;;;;0;;;;;;;;;;;;
201110178;10178;2;1;FIAT PANDA;1;2004;1;0;1;0;;80;70;0;0;1;1;3;;2005;;;;;;;;;;;FIAT PANDA;1;;;;;;0;;;;;;;;;;;;
201110181;10181;5;2;206;1;2006;1;0;1;0;;90;50;0;360;1;1;2;2;;;;;;;;;;;;PEUGEOT 206;1;360;;;;;0;;;;;;;;;;;;
201110181;10181;5;2;GOLF  4;1;1999;1;0;1;0;;0;10;0;0;1;2;3;;2011;4;3;2;3;0;2400;;2;600;3000;VOLKSWAGEN GOLF;2;;;;3000;600;0;1;;3000;;;1;;3000;600;;;0
201110182;10182;3;2;FIAT ULYSSE;2;2003;1;0;1;0;;20;400;370;0;1;1;3;;2009;;;;;;;;;;;PEUGEOT 807;1;;370;;;;0;;;;;;;;;;;;
201110182;10182;3;2;RENAULT LAGUNA;2;2004;1;0;1;0;;0;0;0;0;3;;3;;2010;11;3;2;3;;;;3;;2050;RENAULT LAGUNA;2;;;;2050;;0;1;;2050;;;1;;2050;0;;;0
201110185;10185;2;2;306;2;2006;1;0;1;0;;80;500;500;300;1;3;3;;2006;;;;;;;;;;;PEUGEOT 306;1;300;500;;;;0;;;;;;;;;;;;
201110185;10185;2;2;308;2;2009;0;0;1;0;;;;0;0;1;1;3;;2009;;;;;;;;;;;PEUGEOT 308;2;;;;;;0;;;;;;;;;;;;
201110186;10186;4;1;MERCEDES COUPE E220;2;2011;1;1;1;0;75;0;600;0;0;1;1;1;;2011;2;2;1;3;;6000;1402;1;26000;51000;MERCEDES CLASSE E;1;;;1402;51000;26000;0;1;1;51000;1402;1;;51000;;;26000;1402;
201110187;10187;4;1;OPEL;2;1999;0;0;1;0;;;;180;999999;1;2;3;;1999;;;;;;;;;;;OPEL - NON SPECIFIE;1;230;180;;;;0;;;;;;;;;;;;
201110188;10188;6;1;206;1;2001;1;1;0;0;0;80;100;0;0;1;1;3;;2001;;;;;;;;;;;PEUGEOT 206;1;;;;;;0;;;;;;;;;;;;
201110191;10191;6;2;CLIO;1;1997;0;0;1;0;;;;169;0;1;1;3;;2003;;;;;;;;;;;RENAULT CLIO;1;;169;;;;0;;;;;;;;;;;;
201110191;10191;6;2;GOLF 4;2;2000;0;0;1;0;;;;339;0;1;2;3;;2000;;;;;;;;;;;VOLKSWAGEN GOLF;2;;339;;;;0;;;;;;;;;;;;
201110192;10192;6;2;PEUGEOT 205;1;1994;1;0;0;0;;100;70;0;0;1;1;3;;1994;;;;;;;;;;;PEUGEOT 205;1;;;;;;0;;;;;;;;;;;;
201110192;10192;6;2;PEUGEOT 206;2;1993;1;0;1;0;;90;100;800;380;1;2;3;;1993;;;;;;;;;;;PEUGEOT 205;2;380;800;;;;0;;;;;;;;;;;;
201110194;10194;5;1;CITROEN C3;2;2002;1;0;1;0;;50;100;0;0;1;1;3;;2007;;;;;;;;;;;CITROEN C3;1;;;;;;0;;;;;;;;;;;;
201110195;10195;4;1;FORD FIESTA;1;2003;0;0;1;0;;;;0;0;1;1;3;;2003;;;;;;;;;;;FORD FIESTA;1;;;;;;0;;;;;;;;;;;;
201110196;10196;1;1;PEUGEOT PARTENER;2;2006;1;0;1;0;;0;1000;0;250;1;1;3;;2007;;;;;;;;;;;PEUGEOT PARTNER;1;250;;;;;0;;;;;;;;;;;;
201110198;10198;5;2;AUDI;2;2008;0;0;1;0;;;;0;0;1;1;3;;2009;;;;;;;;;;;AUDI - NON SPECIFIE;1;;;;;;0;;;;;;;;;;;;
201110198;10198;5;2;VOITURETTE;2;2008;0;0;1;0;;;;0;0;1;2;3;;2010;9;3;2;3;;;;5;;7500;SANS PERMIS;2;;;;7500;;0;1;;7500;;;1;;7500;0;;;0
201110202;10202;2;1;CEED;2;2009;1;0;1;0;;50;450;0;0;1;1;3;;2009;;;;;;;;;;;KYA - GROUPE;1;;;;;;0;;;;;;;;;;;;
201110203;10203;1;2;PEUGEOT 306;2;1997;1;0;1;0;;20;70;330;0;1;1;3;;2001;;;;;;;;;;;PEUGEOT 306;1;;330;;;;0;;;;;;;;;;;;
201110203;10203;1;2;RENAULT LAGUNA;2;1996;0;0;1;0;;;;600;150;1;2;3;;2007;;;;;;;;;;;RENAULT LAGUNA;2;150;600;;;;0;;;;;;;;;;;;
201110204;10204;3;1;CITROEN;1;1998;1;0;1;0;;80;80;0;0;1;1;3;;2010;2;;;;;;;;;;CITROEN - NON SPECIFIE;1;;;;;;0;1;;0;;;;;;;;;
201110206;10206;5;2;4X4 NISSAN;2;1995;0;0;1;0;;;;0;56;1;2;3;;1995;;;;;;;;;;;NISSAN 4X4;1;56;;;;;0;;;;;;;;;;;;
201110206;10206;5;2;ASTRA;2;2000;0;0;1;0;;;;0;0;1;1;3;;2002;;;;;;;;;;;OPEL ASTRA;2;;;;;;0;;;;;;;;;;;;
201110207;10207;6;1;CLIO RENAULT;1;2007;1;0;1;0;;0;800;0;0;1;1;3;;2008;;;;;;;;;;;RENAULT CLIO;1;;;;;;0;;;;;;;;;;;;
201110208;10208;3;1;PEUGEOT 207;1;2007;0;1;1;0;20;;;0;25;1;2;3;;2008;;;;;;;;;;;PEUGEOT 207;1;25;;;;;0;;;;;;;;;;;;
201110209;10209;2;2;OPEL;2;2007;0;0;1;0;;;;600;0;1;2;3;;2007;;;;;;;;;;;OPEL - NON SPECIFIE;1;;600;;;;0;;;;;;;;;;;;
201110209;10209;2;2;TWINGO;1;2003;1;0;1;0;;0;0;0;0;1;3;3;;2003;;;;;;;;;;;RENAULT TWINGO;2;;;;;;0;;;;;;;;;;;;
201110212;10212;3;2;FORD C MAX;2;2008;1;0;1;0;;70;150;0;540;1;2;3;;2008;;;;;;;;;;;FORD C-MAX;1;540;;;;;0;;;;;;;;;;;;
201110212;10212;3;2;RENAULT EXPRESS;2;1981;1;0;1;0;;20;50;500;50;1;1;3;;2007;;;;;;;;;;;RENAULT EXPRESS;2;50;500;;;;0;;;;;;;;;;;;
201110213;10213;3;1;PEUGEOT 306;2;1995;0;0;1;0;;;;1165;0;1;1;3;;1995;;;;;;;;;;;PEUGEOT 306;1;;1165;;;;0;;;;;;;;;;;;
201110217;10217;2;2;CITROEN XANTIA;1;1996;1;0;1;0;;100;320;0;0;3;;3;;2003;;;;;;;;;;;CITROEN XANTIA;1;;;;;;0;;;;;;;;;;;;
201110217;10217;2;2;PEUGEOT J7;1;1976;0;0;1;0;;;;0;0;3;;3;;2001;;;;;;;;;;;PEUGEOT - UTILITAIRE;2;;;;;;0;;;;;;;;;;;;
201110220;10220;2;1;RENAULT MODUS;1;2004;1;0;1;0;;80;350;550;0;1;2;3;;2004;;;;;;;;;;;RENAULT MODUS;1;;550;;;;0;;;;;;;;;;;;
201110222;10222;5;1;CLIO;2;2009;1;0;1;0;;15;35;0;0;1;2;3;;2010;6;;;;;;;;;;RENAULT CLIO;1;;;;;;0;1;;0;;;;;;;;;
201110223;10223;1;1;CLIO RENAULT;2;2000;1;0;1;0;;80;600;1200;128;1;1;3;;2000;;;;;;;;;;;RENAULT CLIO;1;128;1200;;;;0;;;;;;;;;;;;
201110228;10228;5;1;PEUGEOT;1;1986;0;0;1;0;;;;0;0;1;1;3;;1986;;;;;;;;;;;PEUGEOT - NON SPECIFIE;1;;;;;;0;;;;;;;;;;;;
201110229;10229;3;2;BMW;2;2004;0;0;1;0;;;;0;0;1;1;3;;2009;;;;;;;;;;;BMW - NON SPECIFIE;1;;;;;;0;;;;;;;;;;;;
201110229;10229;3;2;CITROEN C3;2;2004;1;0;1;0;;80;490;0;0;1;2;3;;2004;;;;;;;;;;;CITROEN C3;2;;;;;;0;;;;;;;;;;;;
201110231;10231;4;2;CITROEN C4;2;2007;1;0;1;0;;70;190;0;0;1;2;3;;2007;;;;;;;;;;;CITROEN C4;1;;;;;;0;;;;;;;;;;;;
201110231;10231;4;2;PEUGEOT 206+;2;2010;1;0;1;0;;0;50;0;0;1;1;3;;2010;2;;;;;;;;;;PEUGEOT 206;2;;;;;;0;1;;0;;;;;;;;;
201110232;10232;3;1;106;1;1995;0;0;1;0;;;;0;0;1;1;4;;;;;;;;;;;;;PEUGEOT 106;1;;;;;;0;;;;;;;;;;;;
201110233;10233;2;3;GOLF;2;1996;0;1;1;0;50;;;0;0;1;3;3;;2008;;;;;;;;;;;VOLKSWAGEN GOLF;1;;;;;;0;;;;;;;;;;;;
201110233;10233;2;3;PEUGEOT 205;2;1990;0;0;1;0;;;;0;0;1;1;3;;2007;;;;;;;;;;;PEUGEOT 205;2;;;;;;0;;;;;;;;;;;;
201110233;10233;2;3;PEUGEOT 206;1;2005;0;0;1;0;;;;0;0;1;2;3;;2006;;;;;;;;;;;PEUGEOT 205;3;;;;;;0;;;;;;;;;;;;
201110235;10235;2;2;CITROEN PICASSO;2;2004;1;0;1;0;;50;99999;0;0;1;1;3;;2004;;;;;;;;;;;CITROEN PICASSO;1;;;;;;0;;;;;;;;;;;;
201110235;10235;2;2;PEUGEOT 106;1;1995;1;0;1;0;;80;145;0;0;1;2;4;;;;;;;;;;;;;PEUGEOT 106;2;;;;;;0;;;;;;;;;;;;
201110236;10236;1;1;PEUGEOT 806;1;2000;0;0;1;0;;;;0;0;1;1;3;;2003;;;;;;;;;;;PEUGEOT 806;1;;;;;;0;;;;;;;;;;;;
201110240;10240;1;1;PEUGEOT 406;1;1999;0;0;1;0;;;;0;0;1;2;3;;2005;;;;;;;;;;;PEUGEOT 406;1;;;;;;0;;;;;;;;;;;;
201110242;10242;1;1;TWINGO;2;2002;0;0;1;0;;;;0;180;1;1;3;;2004;;;;;;;;;;;RENAULT TWINGO;1;180;;;;;0;;;;;;;;;;;;
201110243;10243;5;2;CIYTROEN PICASSO;2;2006;0;0;1;0;;;;1200;200;1;2;3;;2007;;;;;;;;;;;CITROEN PICASSO;1;200;1200;;;;0;;;;;;;;;;;;
201110243;10243;5;2;RENAULT TWINGO;2;2011;1;0;0;0;;80;300;0;0;1;1;3;;2011;3;2;1;1;9000;500;1040;1;500;8500;RENAULT TWINGO;2;;;1040;8500;500;0;1;1;8500;1040;1;;8500;;;500;1040;
201110244;10244;4;1;PARTNER;2;2006;0;1;1;0;0;;;530;50;1;1;3;;2010;9;3;2;3;;;;3;;8200;PEUGEOT PARTNER;1;50;530;;8200;;0;1;;8200;;;1;;8200;0;;;0
201110249;10249;4;1;AUDI 4;2;2006;0;0;1;0;;;;0;500;1;1;3;;2006;;;;;;;;;;;AUDI A4;1;500;;;;;0;;;;;;;;;;;;
201110250;10250;5;2;406;1;2004;0;0;1;0;;;;700;52;1;1;3;;2004;;;;;;;;;;;PEUGEOT 406;1;52;700;;;;0;;;;;;;;;;;;
201110250;10250;5;2;MERCEDES SPRINTER;2;1997;0;0;1;0;;;;0;59;1;2;3;;1997;;;;;;;;;;;MERCEDES - GROUPE;2;59;;;;;0;;;;;;;;;;;;
201110254;10254;6;1;RENAULT MODUS;2;2007;0;0;1;0;;;;186;0;1;1;3;;2007;;;;;;;;;;;RENAULT MODUS;1;;186;;;;0;;;;;;;;;;;;
201110255;10255;1;1;RENAULT;2;2000;1;0;1;0;;80;80;0;0;1;2;3;;2004;;;;;;;;;;;RENAULT - NON SPECIFIE;1;;;;;;0;;;;;;;;;;;;
201110256;10256;4;2;CLIO;2;2004;0;1;0;0;0;;;1980;0;1;1;3;;2004;;;;;;;;;;;RENAULT CLIO;1;;1980;;;;0;;;;;;;;;;;;
201110256;10256;4;2;CLIO;2;2011;1;0;1;0;;20;150;0;0;1;2;3;;2011;3;2;1;3;0;12561;;1;4289;16850;RENAULT CLIO;2;;;;16850;4289;0;1;;16850;;1;;16850;;;4289;0;
201110260;10260;6;3;BMW;2;1994;0;0;1;0;;;;500;65;1;1;3;;2007;;;;;;;;;;;BMW - NON SPECIFIE;1;65;500;;;;0;;;;;;;;;;;;
201110260;10260;6;3;BMW;2;1995;0;0;0;1;;;;0;0;3;;3;;2008;;;;;;;;;;;BMW - NON SPECIFIE;2;;;;;;0;;;;;;;;;;;;
201110260;10260;6;3;RENAULT;2;1982;0;0;1;0;;;;0;0;1;2;3;;2005;;;;;;;;;;;RENAULT - NON SPECIFIE;3;;;;;;0;;;;;;;;;;;;
201110262;10262;5;1;POLO VOLGWAGEN;1;2009;0;0;1;0;;;;0;0;1;1;3;;2009;;;;;;;;;;;VOLKSWAGEN POLO;1;;;;;;0;;;;;;;;;;;;
201110263;10263;2;1;CLIO;1;2006;0;0;1;0;;;;0;307;1;2;3;;2006;;;;;;;;;;;RENAULT CLIO;1;307;;;;;0;;;;;;;;;;;;
201110264;10264;1;2;FIAT PUNTO;1;2003;1;0;1;0;;50;99999;300;25;1;3;3;;2007;;;;;;;;;;;FIAT PUNTO;1;25;300;;;;0;;;;;;;;;;;;
201110264;10264;1;2;FORD FIESTA;1;1992;1;0;1;0;;30;150;500;10;1;1;3;;2001;;;;;;;;;;;FORD FIESTA;2;10;500;;;;0;;;;;;;;;;;;
201110265;10265;4;1;FORD FIESTA;2;1998;1;0;1;0;;60;410;0;210;1;1;3;;1998;;;;;;;;;;;FORD FIESTA;1;210;;;;;0;;;;;;;;;;;;
201110267;10267;2;2;CITROEN XARA;1;1999;1;0;1;0;;100;99999;2000;0;1;1;3;;2005;;;;;;;;;;;CITROEN XSARA;1;;2000;;;;0;;;;;;;;;;;;
201110267;10267;2;2;SAXO CITROEN;1;2000;1;0;0;0;;100;99999;0;0;1;2;3;;2005;;;;;;;;;;;CITROEN SAXO;2;;;;;;0;;;;;;;;;;;;
201110268;10268;2;1;SOVENTO KIA;2;2005;1;0;1;0;;50;450;250;0;1;2;3;;2005;;;;;;;;;;;KYA - GROUPE;1;;250;;;;0;;;;;;;;;;;;
201110269;10269;4;2;AUDI 80;1;1985;0;0;1;0;;;;0;0;1;1;3;;2005;;;;;;;;;;;AUDI 80;1;;;;;;0;;;;;;;;;;;;
201110269;10269;4;2;BMW 320;1;1985;0;0;1;0;;;;0;0;1;1;3;;2006;;;;;;;;;;;BMW SERIE 3;2;;;;;;0;;;;;;;;;;;;
201110270;10270;5;2;GOLF;2;2007;0;0;1;0;;;;0;110;1;2;3;;2009;;;;;;;;;;;VOLKSWAGEN GOLF;1;110;;;;;0;;;;;;;;;;;;
201110270;10270;5;2;POLO;1;1995;0;0;1;0;;;;0;0;1;1;3;;1995;;;;;;;;;;;VOLKSWAGEN POLO;2;;;;;;0;;;;;;;;;;;;
201110272;10272;3;7;AX;1;1992;0;0;1;0;;;;0;0;1;3;3;;2004;;;;;;;;;;;CITROEN AX;1;;;;;;0;;;;;;;;;;;;
201110272;10272;3;7;NISSAN MICRA;1;1995;0;0;1;0;;;;478;100;1;1;3;;1997;;;;;;;;;;;NISSAN MICRA;2;100;478;;;;0;;;;;;;;;;;;
201110272;10272;3;7;OPEL CORSA;1;1992;1;0;1;0;;50;35;0;13;3;;3;;2008;;;;;;;;;;;OPEL CORSA;3;13;;;;;0;;;;;;;;;;;;
201110272;10272;3;7;PEUGEOT 205;1;1994;1;0;1;0;;75;30;84;80;1;2;4;;;;;;;;;;;;;PEUGEOT 205;4;80;84;;;;0;;;;;;;;;;;;
201110272;10272;3;7;PEUGEOT J5;1;1983;0;0;1;0;;;;0;0;1;3;3;;1998;;;;;;;;;;;PEUGEOT - UTILITAIRE;5;;;;;;0;;;;;;;;;;;;
201110272;10272;3;7;RENAULT 4;1;1966;0;0;0;1;;;;0;0;3;;3;;1985;;;;;;;;;;;RENAULT 4;6;;;;;;0;;;;;;;;;;;;
201110272;10272;3;7;RENAULT R5;1;1994;0;0;1;0;;;;0;0;1;3;3;;1997;;;;;;;;;;;RENAULT 5;7;;;;;;0;;;;;;;;;;;;
201110274;10274;2;1;TWINGO;1;2010;0;0;1;0;;;;0;0;1;1;3;;2010;8;2;1;1;11000;0;2581;1;500;11500;RENAULT TWINGO;1;;;2581;11500;500;0;1;1;11500;2581;1;;11500;;;500;2581;
201110276;10276;5;1;VOLSWAGEN POLO;1;2010;0;0;1;0;;;;0;0;1;1;3;;2010;6;;;;;;;;;;VOLKSWAGEN POLO;1;;;;;;0;1;;0;;;;;;;;;
201110277;10277;1;1;TWINGO;1;2007;1;0;1;0;;5;75;0;0;1;1;3;;2007;;;;;;;;;;;RENAULT TWINGO;1;;;;;;0;;;;;;;;;;;;
201110278;10278;6;1;307 SW;2;2008;0;0;1;0;;;;0;18;1;1;3;;2010;6;;;;;;;;;;PEUGEOT 307;1;18;;;;;0;1;;0;;;;;;;;;
201110279;10279;6;3;CITROEN XARA;2;2000;0;0;1;0;;;;0;0;1;2;3;;2007;;;;;;;;;;;CITROEN XSARA;1;;;;;;0;;;;;;;;;;;;
201110279;10279;6;3;CITROEN XARA;2;2000;0;0;1;0;;;;600;0;1;1;3;;2000;;;;;;;;;;;CITROEN XSARA;2;;600;;;;0;;;;;;;;;;;;
201110279;10279;6;3;DACIA;2;2009;1;0;1;0;;70;300;0;0;1;4;3;;2009;;;;;;;;;;;DACIA - NON SPECIFIE;3;;;;;;0;;;;;;;;;;;;
201110284;10284;2;1;CLIO RENAULT;1;2001;0;0;1;0;;;;999999;0;1;3;3;;2008;;;;;;;;;;;RENAULT CLIO;1;;170;;;;0;;;;;;;;;;;;
201110285;10285;3;1;FIAT GRANDPUNTO;2;2008;0;0;1;0;;;;0;0;1;1;3;;2008;;;;;;;;;;;FIAT GRANDE PUNTO;1;;;;;;0;;;;;;;;;;;;
201110286;10286;6;2;107;1;2009;0;1;1;0;0;;;0;0;1;1;3;;2009;;;;;;;;;;;PEUGEOT 107;1;;;;;;0;;;;;;;;;;;;
201110286;10286;6;2;C5;1;2006;0;0;1;0;;;;0;0;1;2;3;;2008;;;;;;;;;;;CITROEN C5;2;;;;;;0;;;;;;;;;;;;
201110289;10289;2;1;MONDEO FORD;1;1993;0;0;1;0;;;;0;178;1;1;3;;2004;;;;;;;;;;;FORD MONDEO;1;178;;;;;0;;;;;;;;;;;;
201110290;10290;1;2;GOLF VOLSWAGEN;1;1998;1;0;1;0;;0;40;0;0;1;2;3;;1998;;;;;;;;;;;VOLKSWAGEN GOLF;1;;;;;;0;;;;;;;;;;;;
201110290;10290;1;2;RENAULT KANGOO;2;2008;0;0;1;0;;;;0;0;1;1;3;;2008;;;;;;;;;;;RENAULT KANGOO;2;;;;;;0;;;;;;;;;;;;
201110292;10292;5;2;CITROEN ZX;1;1992;1;0;1;0;;100;125;0;0;1;1;3;;2008;;;;;;;;;;;CITROEN ZX;1;;;;;;0;;;;;;;;;;;;
201110292;10292;5;2;OPEL ASTRA;2;2007;1;0;1;0;;0;400;0;0;1;2;3;;2009;;;;;;;;;;;OPEL ASTRA;2;;;;;;0;;;;;;;;;;;;
201110296;10296;5;3;C15;2;1999;0;0;1;0;;;;0;0;1;2;3;;2008;;;;;;;;;;;CITROEN C15;1;;;;;;0;;;;;;;;;;;;
201110296;10296;5;3;DACIA;2;2009;1;0;1;0;;60;90;0;0;1;3;3;;2009;;;;;;;;;;;DACIA - NON SPECIFIE;2;;;;;;0;;;;;;;;;;;;
201110296;10296;5;3;TERRANO;2;2000;1;0;1;0;;60;400;0;0;1;1;3;;2009;;;;;;;;;;;NISSAN - GROUPE;3;;;;;;0;;;;;;;;;;;;
201110298;10298;6;1;CLIO;1;2007;1;0;1;0;;75;150;0;0;1;1;3;;2007;;;;;;;;;;;RENAULT CLIO;1;;;;;;0;;;;;;;;;;;;
201110299;10299;1;2;CITROEN C4;2;2009;0;0;1;0;;;;0;0;3;;3;;2009;5;;;;;;;;;;CITROEN C4;1;;;;;;0;;;;;;;;;;;;
201110299;10299;1;2;RENAULT CLIO;1;1996;0;0;1;0;;;;0;200;3;;4;;;;;;;;;;;;;RENAULT CLIO;2;200;;;;;0;;;;;;;;;;;;
201110302;10302;5;1;BMW;1;1988;0;0;1;0;;;;0;700;1;1;3;;1999;;;;;;;;;;;BMW - NON SPECIFIE;1;700;;;;;0;;;;;;;;;;;;
201110303;10303;1;1;FORD 4/4;2;1988;1;0;1;0;;12;99999;0;180;1;1;4;;;;;;;;;;;;;FORD 4X4;1;180;;;;;0;;;;;;;;;;;;
201110304;10304;6;2;CLIO;1;1993;0;0;1;0;;;;0;0;1;2;3;;2007;;;;;;;;;;;RENAULT CLIO;1;;;;;;0;;;;;;;;;;;;
201110304;10304;6;2;SCENIC;2;1998;0;0;1;0;;;;0;126;1;1;3;;2000;;;;;;;;;;;RENAULT SCENIC;2;126;;;;;0;;;;;;;;;;;;
201110305;10305;2;1;MEGANE RENAULT;2;2009;1;0;1;0;;90;400;0;0;1;2;3;;2009;12;;;;;;;;;;RENAULT MEGANE;1;;;;;;0;;;;;;;;;;;;
201110306;10306;4;2;205 PEUGEOT;2;1995;0;0;1;0;;;;0;100;1;1;3;;2007;;;;;;;;;;;PEUGEOT 205;1;100;;;;;0;;;;;;;;;;;;
201110306;10306;4;2;407 PEUGEOT;2;2005;0;0;1;0;;;;0;200;3;;3;;2008;;;;;;;;;;;PEUGEOT 407;2;200;;;;;0;;;;;;;;;;;;
201110310;10310;5;2;CLIO COMMERCIALE;2;2002;0;0;1;0;;;;0;0;1;1;3;;2008;;;;;;;;;;;RENAULT CLIO;1;;;;;;0;;;;;;;;;;;;
201110310;10310;5;2;GOLF;2;2007;0;0;1;0;;;;0;0;1;2;3;;2010;7;;;;;;;;;;VOLKSWAGEN GOLF;2;;;;;;0;1;;0;;;;;;;;;
201110311;10311;4;1;VW CADDY LIFE;2;2007;0;0;1;0;;;;0;0;1;2;3;;2007;;;;;;;;;;;VOLKSWAGEN CADDY;1;;;;;;0;;;;;;;;;;;;
201110312;10312;5;2;206;1;1999;0;0;1;0;;;;0;100;1;2;3;;2005;;;;;;;;;;;PEUGEOT 206;1;100;;;;;0;;;;;;;;;;;;
201110312;10312;5;2;C4 PICASSO;2;2009;0;0;1;0;;;;0;0;1;1;3;;2010;9;3;2;1;16600;0;1953;5;0;16600;CITROEN C4;2;;;1953;16600;0;0;1;1;16600;1953;;1;;16600;0;;;1953
201110314;10314;1;1;RENAULT 21;2;1990;0;0;1;0;;;;0;0;1;1;3;;2003;;;;;;;;;;;RENAULT 21;1;;;;;;0;;;;;;;;;;;;
201110315;10315;5;1;PEUGEOT 207;1;2011;1;1;1;0;45;45;730;0;0;1;1;3;;2011;3;2;1;1;9596;0;905;1;4798;13303;PEUGEOT 207;1;;;905;13303;4798;0;1;1;13303;905;1;;13303;;;4798;905;
201110316;10316;1;1;HUNDAY;2;2009;1;0;1;0;;20;352;0;230;1;1;4;;;;;;;;;;;;;HYUNDAI - NON SPECIFIE;1;230;;;;;0;;;;;;;;;;;;
201110319;10319;1;3;BERLINGO CITROEN;2;2008;1;0;1;0;;80;325;0;0;1;2;3;;2010;6;2;2;3;0;0;;1;15000;999999;CITROEN BERLINGO;1;;;;11200;15000;0;1;;11200;;;1;;11200;15000;;;0
201110319;10319;1;3;BMW;2;2007;0;0;1;0;;;;0;0;1;2;3;;2009;10;;;;;;;;;;BMW - NON SPECIFIE;2;;;;;;0;;;;;;;;;;;;
201110319;10319;1;3;CLIO;2;2003;0;1;1;0;80;;;0;0;1;1;3;;2006;;;;;;;;;;;RENAULT CLIO;3;;;;;;0;;;;;;;;;;;;
201110323;10323;6;1;KANGO RENAULT;2;2001;0;0;1;0;;;;0;0;1;1;3;;2003;;;;;;;;;;;RENAULT KANGOO;1;;;;;;0;;;;;;;;;;;;
201110324;10324;6;2;CITROEN;1;2006;0;0;1;0;;;;113;999999;1;2;3;;2009;;;;;;;;;;;CITROEN - NON SPECIFIE;1;200;113;;;;0;;;;;;;;;;;;
201110324;10324;6;2;SUZUKY;1;1960;0;0;1;0;;;;999999;100;1;1;3;;1980;;;;;;;;;;;SUZUKI - NON SPECIFIE;2;100;113;;;;0;;;;;;;;;;;;
201110325;10325;2;3;OPEL MERIVA;2;2004;1;0;1;0;;80;240;0;50;1;2;3;;2008;;;;;;;;;;;OPEL MERIVA;1;50;;;;;0;;;;;;;;;;;;
201110325;10325;2;3;OPEL VECTRA;2;1990;1;0;1;0;;70;250;0;200;1;1;3;;1997;;;;;;;;;;;OPEL VECTRA;2;200;;;;;0;;;;;;;;;;;;
201110325;10325;2;3;RENAULT 19;2;1989;1;0;1;0;;50;150;0;100;1;3;3;;1998;;;;;;;;;;;RENAULT 19;3;100;;;;;0;;;;;;;;;;;;
201110326;10326;4;2;CITROEN C 15;2;2002;0;1;1;0;100;;;56;0;1;3;3;;2007;;;;;;;;;;;CITROEN C15;1;;56;;;;0;;;;;;;;;;;;
201110326;10326;4;2;PEUGEOT 306;2;2000;0;0;1;0;;;;0;0;1;3;3;;2006;;;;;;;;;;;PEUGEOT 306;2;;;;;;0;;;;;;;;;;;;
201110327;10327;5;2;PEUGEOT BERLINGO;1;2000;0;0;1;0;;;;232;0;1;2;3;;2011;2;3;2;3;;;;3;;1400;CITROEN BERLINGO;1;;232;;1400;;0;1;;1400;;;1;;1400;0;;;0
201110327;10327;5;2;RENAULT MEGANE;1;2007;0;0;1;0;;;;0;97;3;;3;;2007;;;;;;;;;;;RENAULT MEGANE;2;97;;;;;0;;;;;;;;;;;;
201110328;10328;6;1;SKODA OCTAVIA;2;2003;0;0;1;0;;;;0;0;1;1;3;;2003;;;;;;;;;;;SKODA OCTAVIA;1;;;;;;0;;;;;;;;;;;;
201110329;10329;1;2;FIAT 500;1;2008;1;0;0;0;;100;50;0;0;1;2;3;;2008;;;;;;;;;;;FIAT 500;1;;;;;;0;;;;;;;;;;;;
201110329;10329;1;2;PEUGEOT 5008;2;2010;1;0;1;0;;60;100;0;0;1;1;3;;2010;11;2;2;1;23000;0;0;1;12000;19700;PEUGEOT 5008;2;;;;19700;12000;0;1;;19700;;;1;;19700;12000;;;0
201110333;10333;5;3;CITROEN C1;1;2008;0;0;1;0;;;;0;0;1;1;3;;2011;5;2;2;3;;;;5;;7900;CITROEN C1;1;;;;7900;;0;1;;7900;;;1;;7900;0;;;0
201110333;10333;5;3;CITROEN C15;2;2003;0;0;1;0;;;;527;120;1;2;3;;2003;;;;;;;;;;;CITROEN C15;2;120;527;;;;0;;;;;;;;;;;;
201110333;10333;5;3;RENAULT LAGUNA;2;2003;0;0;1;0;;;;998;0;1;2;3;;2004;;;;;;;;;;;RENAULT LAGUNA;3;;998;;;;0;;;;;;;;;;;;
